time;number;CO;CO2;NH3;NO;NO2;O3;PM10;PM2.5;SO2;airpressure;humidity;temperature;winddirection;windspeed;
2022-01-31T14:45:00Z;6;82.95;500.23;8.27;6.55;22.24;88.78;21.96;8.76;1.23;1012.90;86.10;6.00;187.00;1.70;
2022-01-31T14:46:00Z;6;82.94;507.34;8.27;6.55;22.23;87.80;14.00;5.05;1.23;1012.70;86.00;6.00;188.00;1.50;
2022-01-31T14:47:00Z;6;82.95;507.54;8.27;6.55;22.24;87.33;19.69;8.76;1.23;1012.90;86.10;6.00;235.00;1.30;
2022-01-31T14:48:00Z;6;82.96;505.21;8.27;9.17;21.45;86.85;19.69;5.98;1.23;1013.00;86.10;6.00;211.00;0.80;
2022-01-31T14:49:00Z;6;89.35;505.31;8.27;7.86;22.24;86.37;21.96;8.76;1.23;1013.10;86.20;6.00;215.00;1.10;
2022-01-31T14:50:00Z;6;94.45;498.00;8.27;6.55;22.24;84.92;19.69;7.84;1.23;1013.10;86.10;6.00;198.00;1.60;
2022-01-31T14:51:00Z;6;97.01;512.72;8.27;3.93;23.84;82.99;28.78;9.69;1.23;1013.20;86.00;6.00;223.00;1.70;
2022-01-31T14:52:00Z;6;100.84;507.85;8.27;2.62;25.43;83.48;11.73;5.98;1.23;1013.20;86.00;6.00;193.00;1.10;
2022-01-31T14:54:00Z;6;108.50;500.53;8.27;5.24;24.64;82.03;12.87;4.12;1.23;1013.20;85.90;6.00;215.00;1.00;
2022-01-31T14:55:00Z;6;112.33;500.53;8.27;5.24;24.64;81.54;17.41;5.98;1.23;1013.20;86.10;6.00;206.00;1.00;
2022-01-31T14:56:00Z;6;112.31;498.00;8.27;3.93;25.43;81.05;17.41;5.98;1.23;1013.10;86.20;6.00;189.00;1.20;
2022-01-31T14:57:00Z;6;112.33;498.10;8.27;2.62;25.43;79.61;15.14;10.62;1.23;1013.20;86.00;6.00;206.00;2.10;
2022-01-31T14:58:00Z;6;112.31;500.43;8.27;2.62;25.43;79.60;19.69;8.76;1.23;1013.10;85.80;6.00;212.00;2.00;
2022-01-31T14:59:00Z;6;109.77;505.41;8.27;2.62;24.64;80.58;17.41;9.69;1.23;1013.20;85.90;6.00;209.00;0.90;
2022-01-31T15:00:00Z;6;111.07;508.05;8.27;1.31;25.44;80.59;15.14;7.84;1.23;1013.40;85.70;6.00;212.00;1.60;
2022-01-31T15:01:00Z;6;112.35;498.29;8.27;1.31;25.44;82.52;21.96;10.62;1.23;1013.40;85.40;6.00;202.00;1.20;
2022-01-31T15:02:00Z;6;112.35;500.73;8.27;1.31;25.44;82.52;26.51;11.55;1.23;1013.40;85.30;6.00;207.00;1.40;
2022-01-31T15:03:00Z;6;120.02;508.15;8.28;1.31;25.44;83.49;26.51;9.69;1.23;1013.50;84.90;6.00;213.00;2.30;
2022-01-31T15:04:00Z;6;122.57;505.71;8.28;1.31;23.85;85.91;11.73;3.19;1.23;1013.50;84.80;6.00;232.00;1.50;
2022-01-31T15:05:00Z;6;123.83;500.73;8.27;2.62;23.85;86.39;18.55;6.91;1.23;1013.40;84.70;6.00;219.00;1.70;
2022-01-31T15:06:00Z;6;123.76;500.11;8.27;5.24;24.62;84.42;19.69;8.76;1.23;1013.50;84.60;6.20;224.00;1.70;
2022-01-31T15:07:00Z;6;125.04;502.55;8.27;5.24;23.83;85.87;17.41;5.98;1.23;1013.50;84.50;6.20;198.00;1.50;
2022-01-31T15:08:00Z;6;122.50;509.96;8.27;5.24;23.03;85.88;11.73;5.05;1.23;1013.60;84.60;6.20;213.00;1.10;
2022-01-31T15:09:00Z;6;122.57;505.71;8.28;3.93;22.26;85.43;14.00;7.84;1.23;1013.50;84.40;6.00;220.00;1.80;
2022-01-31T15:10:00Z;6;122.58;498.49;8.28;3.93;23.85;83.98;19.69;8.76;1.23;1013.60;84.20;6.00;204.00;2.90;
2022-01-31T15:11:00Z;6;118.67;500.21;8.27;3.93;24.63;86.36;12.87;5.05;1.23;1013.60;84.00;6.20;208.00;1.90;
2022-01-31T15:12:00Z;6;114.93;505.91;8.28;6.56;23.06;88.35;26.51;8.76;1.23;1013.70;83.80;6.00;224.00;1.80;
2022-01-31T15:13:00Z;6;112.30;510.06;8.27;5.24;22.24;87.82;27.64;11.55;1.23;1013.70;83.70;6.20;206.00;2.00;
2022-01-31T15:14:00Z;6;116.13;500.31;8.27;5.24;21.45;87.82;15.14;8.76;1.23;1013.70;83.50;6.20;217.00;1.80;
2022-01-31T15:15:00Z;6;117.42;502.84;8.27;2.62;21.45;89.27;21.96;8.76;1.23;1013.80;83.50;6.20;197.00;1.80;
2022-01-31T15:16:00Z;6;119.98;507.82;8.27;2.62;22.25;90.25;25.37;5.05;1.23;1013.90;83.30;6.20;199.00;2.20;
2022-01-31T15:17:00Z;6;118.70;515.13;8.27;5.24;23.04;91.21;31.05;10.62;1.23;1013.90;83.20;6.20;201.00;2.20;
2022-01-31T15:18:00Z;6;116.20;501.00;8.28;7.87;22.26;90.28;14.00;7.84;1.23;1014.40;83.20;6.20;206.00;2.20;
2022-01-31T15:19:00Z;6;112.38;496.15;8.28;6.56;21.46;92.22;19.69;7.84;1.23;1013.70;83.00;6.00;206.00;2.40;
2022-01-31T15:20:00Z;6;109.84;503.67;8.28;5.25;21.47;94.65;11.73;4.12;1.23;1013.90;83.00;6.00;207.00;1.60;
2022-01-31T15:22:00Z;6;107.30;503.77;8.28;1.31;20.68;93.69;17.41;5.98;1.23;1014.00;82.60;6.00;209.00;2.50;
2022-01-31T15:23:00Z;6;107.30;496.45;8.28;5.25;19.88;92.72;12.87;7.84;1.23;1014.00;82.60;6.00;208.00;1.70;
2022-01-31T15:24:00Z;6;108.51;503.14;8.27;6.55;20.66;93.16;11.73;7.84;1.23;1014.10;82.70;6.20;219.00;1.10;
2022-01-31T15:25:00Z;6;109.79;512.90;8.27;3.93;20.66;93.65;11.73;5.98;1.23;1014.10;82.30;6.20;219.00;2.10;
2022-01-31T15:26:00Z;6;111.07;500.71;8.27;1.31;19.86;94.61;10.59;5.05;1.23;1014.10;82.30;6.20;206.00;1.70;
2022-01-31T15:27:00Z;6;114.90;498.27;8.27;2.62;20.66;95.58;11.73;5.98;1.23;1014.10;82.40;6.20;207.00;1.30;
2022-01-31T15:28:00Z;6;120.00;500.71;8.27;3.93;20.66;95.58;15.14;4.12;1.23;1014.10;82.40;6.20;203.00;1.60;
2022-01-31T15:29:00Z;6;121.30;508.22;8.28;3.93;19.87;92.69;18.55;8.76;1.23;1014.30;82.10;6.20;207.00;2.40;
2022-01-31T15:30:00Z;6;122.59;510.76;8.28;5.25;19.87;92.21;21.96;4.12;1.23;1014.40;81.60;6.20;203.00;2.70;
2022-01-31T15:31:00Z;6;123.85;503.34;8.28;5.24;19.07;93.66;18.55;8.76;1.23;1014.30;81.20;6.20;229.00;1.70;
2022-01-31T15:32:00Z;6;123.85;493.59;8.28;3.93;19.07;94.14;12.87;5.05;1.23;1014.30;80.90;6.20;197.00;1.90;
2022-01-31T15:33:00Z;6;125.09;507.86;8.27;5.24;18.27;94.12;24.23;8.76;1.23;1014.30;80.80;6.30;209.00;2.30;
2022-01-31T15:34:00Z;6;126.39;510.56;8.28;6.56;17.48;93.17;11.73;5.05;1.23;1014.20;80.50;6.20;204.00;1.80;
2022-01-31T15:35:00Z;6;126.36;500.54;8.27;7.86;17.47;92.18;12.87;5.05;1.23;1014.30;80.50;6.30;196.00;1.50;
2022-01-31T15:36:00Z;6;126.38;495.77;8.27;7.87;19.07;91.71;11.73;5.98;1.23;1014.40;80.50;6.30;210.00;0.90;
2022-01-31T15:37:00Z;6;128.92;500.54;8.27;7.86;19.86;88.80;19.69;5.05;1.23;1014.30;80.20;6.30;214.00;1.90;
2022-01-31T15:38:00Z;6;126.36;505.42;8.27;9.18;19.06;91.22;18.55;9.69;1.23;1014.30;79.50;6.30;218.00;2.50;
2022-01-31T15:39:00Z;6;122.54;505.42;8.27;6.55;17.47;91.22;15.14;8.76;1.23;1014.30;79.30;6.30;213.00;2.10;
2022-01-31T15:40:00Z;6;119.98;500.54;8.27;3.93;16.67;91.22;26.51;5.98;1.23;1014.30;79.50;6.30;209.00;1.50;
2022-01-31T15:41:00Z;6;118.72;505.52;8.27;2.62;17.47;92.67;14.00;4.12;1.23;1014.40;79.50;6.30;220.00;1.60;
2022-01-31T15:42:00Z;6;119.98;515.17;8.27;3.93;18.27;93.15;15.14;4.12;1.23;1014.30;79.50;6.30;205.00;1.30;
2022-01-31T15:43:00Z;6;121.27;503.08;8.27;5.24;18.27;92.67;11.73;5.05;1.23;1014.40;79.60;6.30;204.00;1.70;
2022-01-31T15:44:00Z;6;126.39;498.30;8.27;5.24;19.86;90.26;18.55;9.69;1.23;1014.50;78.90;6.30;218.00;1.80;
2022-01-31T15:45:00Z;6;131.42;502.56;8.27;6.55;20.64;88.77;16.28;8.76;1.23;1014.60;78.70;6.50;217.00;2.20;
2022-01-31T15:46:00Z;6;131.41;500.02;8.27;5.24;20.64;87.80;16.28;8.76;1.23;1014.50;78.20;6.50;213.00;1.40;
2022-01-31T15:47:00Z;6;133.93;499.82;8.27;5.24;20.64;89.24;20.82;5.98;1.23;1014.30;78.10;6.50;206.00;1.90;
2022-01-31T15:48:00Z;6;133.96;504.89;8.27;3.93;20.64;88.28;15.14;5.05;1.23;1014.50;77.80;6.50;211.00;1.90;
2022-01-31T15:49:00Z;6;133.96;500.02;8.27;3.93;19.05;88.77;23.10;6.91;1.23;1014.50;77.60;6.50;217.00;1.50;
2022-01-31T15:50:00Z;6;136.55;512.50;8.27;5.24;18.26;90.72;19.69;5.98;1.23;1014.80;77.70;6.50;188.00;0.90;
2022-01-31T15:51:00Z;6;135.26;502.66;8.27;5.24;18.26;90.71;20.82;5.98;1.23;1014.70;77.60;6.50;211.00;1.40;
2022-01-31T15:52:00Z;6;133.97;497.68;8.27;5.24;18.26;89.74;11.73;4.12;1.23;1014.60;77.80;6.50;207.00;1.50;
2022-01-31T15:53:00Z;6;132.71;497.78;8.27;3.93;18.26;89.75;12.87;5.98;1.23;1014.70;77.80;6.50;211.00;1.70;
2022-01-31T15:54:00Z;6;130.11;497.42;8.27;3.93;19.05;90.69;14.00;5.05;1.23;1014.70;78.30;6.60;189.00;0.80;
2022-01-31T15:55:00Z;6;128.88;500.22;8.27;2.62;20.65;91.20;18.55;5.98;1.23;1014.70;78.50;6.50;191.00;1.80;
2022-01-31T15:56:00Z;6;127.61;500.32;8.27;6.55;20.65;91.20;12.87;6.91;1.23;1014.80;78.90;6.50;201.00;1.10;
2022-01-31T15:57:00Z;6;123.80;495.54;8.27;9.17;21.45;91.21;23.10;10.62;1.23;1014.90;79.20;6.50;199.00;1.60;
2022-01-31T15:59:00Z;6;116.22;506.02;8.28;5.25;20.67;90.77;26.51;12.48;1.23;1014.90;78.70;6.30;201.00;1.80;
2022-01-31T16:00:00Z;6;116.14;497.98;8.27;2.62;20.65;89.27;16.28;6.91;1.23;1014.90;79.00;6.50;222.00;1.40;
2022-01-31T16:01:00Z;6;114.98;496.66;8.28;2.62;20.68;91.77;14.00;6.91;1.23;1015.30;78.20;6.30;208.00;2.50;
2022-01-31T16:02:00Z;6;113.62;508.03;8.27;3.93;20.66;93.16;12.87;5.05;1.23;1015.20;77.50;6.50;219.00;1.70;
2022-01-31T16:03:00Z;6;109.78;498.18;8.27;5.24;19.86;91.71;18.55;4.12;1.23;1015.10;77.10;6.50;203.00;1.70;
2022-01-31T16:04:00Z;6;103.41;500.72;8.27;5.24;19.07;90.74;15.14;5.98;1.23;1015.20;76.50;6.50;219.00;2.10;
2022-01-31T16:05:00Z;6;99.57;498.18;8.27;5.24;19.06;90.74;14.00;5.05;1.23;1015.10;75.50;6.50;204.00;1.80;
2022-01-31T16:06:00Z;6;97.01;502.95;8.27;6.55;18.27;90.25;12.87;5.05;1.23;1015.00;75.10;6.50;217.00;1.60;
2022-01-31T16:07:00Z;6;103.39;517.58;8.27;3.93;18.27;87.35;19.69;5.98;1.23;1015.00;75.00;6.50;207.00;1.60;
2022-01-31T16:08:00Z;6;109.77;510.27;8.27;3.93;18.27;85.41;12.87;3.19;1.23;1015.00;74.90;6.50;257.00;0.80;
2022-01-31T16:09:00Z;6;121.27;503.05;8.27;6.55;18.27;85.42;9.46;4.12;1.23;1015.10;74.90;6.50;203.00;1.40;
2022-01-31T16:10:00Z;6;130.21;505.59;8.27;6.55;18.27;86.39;15.14;5.05;1.23;1015.20;73.70;6.50;212.00;2.10;
2022-01-31T16:11:00Z;6;130.21;505.59;8.27;2.62;16.68;87.84;8.32;4.12;1.23;1015.20;73.40;6.50;215.00;2.10;
2022-01-31T16:12:00Z;6;130.21;510.47;8.27;2.62;15.88;90.26;8.32;5.05;1.23;1015.20;73.10;6.50;208.00;1.90;
2022-01-31T16:13:00Z;6;128.94;508.03;8.27;2.62;15.08;90.74;9.46;5.98;1.23;1015.20;73.20;6.50;190.00;2.00;
2022-01-31T16:14:00Z;6;127.68;498.48;8.28;3.93;15.89;88.82;14.00;5.98;1.23;1015.40;73.00;6.50;207.00;1.60;
2022-01-31T16:15:00Z;6;123.83;508.03;8.27;3.93;16.68;87.84;26.51;8.76;1.23;1015.20;72.80;6.50;201.00;2.00;
2022-01-31T16:16:00Z;6;121.24;514.98;8.27;3.93;16.67;87.34;14.00;3.19;1.23;1015.20;72.10;6.60;202.00;3.20;
2022-01-31T16:17:00Z;6;118.76;503.45;8.28;3.93;15.89;88.83;14.00;5.98;1.23;1015.50;72.50;6.50;233.00;1.20;
2022-01-31T16:18:00Z;6;119.98;498.12;8.27;3.93;16.67;87.83;20.82;8.76;1.23;1015.40;72.80;6.60;244.00;1.10;
2022-01-31T16:19:00Z;6;119.98;505.43;8.27;3.93;16.67;88.32;8.32;5.05;1.23;1015.40;72.90;6.60;207.00;1.90;
2022-01-31T16:20:00Z;6;119.98;502.99;8.27;2.62;15.88;89.28;11.73;3.19;1.23;1015.40;72.70;6.60;212.00;2.00;
2022-01-31T16:21:00Z;6;116.15;502.89;8.27;1.31;15.88;89.28;15.14;5.98;1.23;1015.30;73.10;6.60;218.00;1.40;
2022-01-31T16:22:00Z;6;117.43;500.55;8.27;1.31;15.08;90.73;7.19;5.05;1.23;1015.40;73.40;6.60;197.00;0.80;
2022-01-31T16:23:00Z;6;121.26;505.43;8.27;1.31;16.67;92.19;4.91;3.19;1.23;1015.40;73.80;6.60;211.00;0.90;
2022-01-31T16:24:00Z;6;122.55;512.84;8.27;1.31;17.47;92.19;19.69;5.05;1.23;1015.50;73.60;6.60;224.00;1.40;
2022-01-31T16:25:00Z;6;121.26;502.99;8.27;1.31;16.67;90.73;12.87;5.98;1.23;1015.40;73.70;6.60;206.00;1.50;
2022-01-31T16:26:00Z;6;120.03;500.95;8.28;2.62;15.89;89.31;7.19;5.05;1.23;1015.80;73.80;6.60;206.00;2.00;
2022-01-31T16:27:00Z;6;120.01;500.75;8.28;1.31;16.68;88.33;12.87;5.98;1.23;1015.60;73.50;6.60;215.00;1.50;
2022-01-31T16:28:00Z;6;118.74;498.41;8.28;1.31;18.27;86.40;11.73;6.91;1.23;1015.70;73.40;6.60;212.00;1.70;
2022-01-31T16:29:00Z;6;117.45;503.19;8.28;1.31;17.47;85.91;18.55;5.05;1.23;1015.60;73.20;6.60;213.00;2.30;
2022-01-31T16:30:00Z;6;112.35;503.19;8.28;1.31;16.68;85.43;12.87;3.19;1.23;1015.60;73.30;6.60;203.00;1.70;
2022-01-31T16:31:00Z;6;107.26;496.07;8.28;3.93;19.07;84.47;15.14;5.05;1.23;1015.80;73.90;6.60;195.00;1.40;
2022-01-31T16:32:00Z;6;108.53;508.17;8.28;2.62;19.87;86.40;18.55;5.98;1.23;1015.70;74.20;6.60;205.00;1.50;
2022-01-31T16:33:00Z;6;108.58;511.17;8.28;3.94;18.29;89.82;16.28;8.76;1.23;1015.90;75.50;6.50;206.00;2.10;
2022-01-31T16:34:00Z;6;107.29;496.33;8.28;5.25;17.48;91.74;14.00;5.98;1.23;1015.70;76.70;6.50;199.00;2.00;
2022-01-31T16:35:00Z;6;103.54;502.14;8.29;3.94;17.51;91.32;16.28;5.98;1.23;1015.90;77.50;6.30;211.00;1.90;
2022-01-31T16:36:00Z;6;99.72;509.66;8.29;5.25;17.51;91.33;27.64;8.76;1.23;1016.10;78.00;6.30;219.00;1.80;
2022-01-31T16:37:00Z;6;95.92;505.14;8.29;9.19;17.52;92.81;12.87;5.05;1.23;1016.10;78.90;6.20;209.00;1.40;
2022-01-31T16:38:00Z;6;93.36;507.58;8.29;5.25;17.52;91.84;11.73;5.98;1.23;1016.10;79.00;6.20;212.00;1.80;
2022-01-31T16:39:00Z;6;93.41;503.32;8.30;2.63;18.33;90.43;25.37;5.98;1.23;1016.00;79.00;6.00;209.00;2.90;
2022-01-31T16:40:00Z;6;94.69;508.21;8.30;2.63;18.33;89.94;6.05;4.12;1.23;1016.00;79.60;6.00;206.00;1.60;
2022-01-31T16:41:00Z;6;95.97;517.89;8.30;2.63;18.33;88.48;7.19;4.12;1.23;1015.90;80.00;6.00;208.00;1.20;
2022-01-31T16:42:00Z;6;95.97;510.55;8.30;3.94;18.33;87.03;14.00;5.05;1.23;1015.90;80.20;6.00;213.00;0.90;
2022-01-31T16:43:00Z;6;96.03;503.95;8.30;2.63;18.34;87.07;6.05;4.12;1.23;1015.90;80.30;5.80;207.00;1.30;
2022-01-31T16:44:00Z;6;94.76;511.49;8.30;2.63;19.15;87.08;15.14;4.12;1.23;1016.10;80.40;5.80;216.00;0.80;
2022-01-31T16:45:00Z;6;90.86;510.75;8.30;3.94;19.13;87.52;24.23;7.84;1.23;1016.10;80.70;6.00;195.00;0.60;
2022-01-31T16:46:00Z;6;88.35;506.49;8.30;7.89;19.94;84.16;14.00;5.98;1.23;1016.00;80.50;5.80;213.00;2.10;
