time;number;CO;CO2;NH3;NO;NO2;O3;PM10;PM2.5;SO2;airpressure;humidity;temperature;winddirection;windspeed;
2022-02-02T14:26:00Z;6;249.61;516.60;8.17;9.06;29.77;55.05;12.87;6.91;1.22;1019.70;67.00;11.40;232.00;0.20;
2022-02-02T14:27:00Z;6;239.51;528.53;8.17;6.47;28.19;53.62;10.59;5.98;1.22;1019.60;67.20;11.40;221.00;0.40;
2022-02-02T14:28:00Z;6;229.41;530.84;8.17;6.47;28.19;52.66;20.82;5.98;1.22;1019.50;67.50;11.40;228.00;0.30;
2022-02-02T14:29:00Z;6;226.76;520.59;8.16;6.47;27.38;51.21;12.87;5.05;1.22;1019.60;67.60;11.60;244.00;0.40;
2022-02-02T14:30:00Z;6;228.00;513.28;8.16;6.46;28.16;50.25;9.46;6.91;1.22;1019.50;67.50;11.60;216.00;0.40;
2022-02-02T14:31:00Z;6;225.33;514.96;8.16;6.46;28.92;49.76;9.46;3.19;1.22;1019.50;67.40;11.80;189.00;0.40;
2022-02-02T14:32:00Z;6;215.28;505.45;8.16;6.46;28.14;52.15;11.73;4.12;1.22;1019.60;67.20;11.80;197.00;0.30;
2022-02-02T14:33:00Z;6;207.73;505.45;8.16;7.75;27.36;55.01;4.91;3.19;1.22;1019.60;66.50;11.80;184.00;0.50;
2022-02-02T14:34:00Z;6;201.44;503.05;8.16;6.46;25.00;57.39;11.73;5.05;1.22;1019.60;66.60;11.80;207.00;0.30;
2022-02-02T14:36:00Z;6;175.24;506.78;8.17;2.59;21.11;59.82;10.59;4.12;1.22;1019.50;65.90;11.40;182.00;0.70;
2022-02-02T14:37:00Z;6;152.62;502.32;8.17;3.88;19.55;59.83;12.87;4.12;1.22;1019.50;66.20;11.30;188.00;0.70;
2022-02-02T14:38:00Z;6;130.02;493.40;8.18;3.89;18.78;58.42;11.73;5.05;1.22;1019.50;66.70;11.10;229.00;0.40;
2022-02-02T14:39:00Z;6;112.36;500.62;8.18;2.59;17.99;62.24;10.59;3.19;1.22;1019.50;66.90;11.10;189.00;0.50;
2022-02-02T14:40:00Z;6;102.27;498.21;8.18;2.59;17.21;62.72;9.46;5.05;1.22;1019.50;66.70;11.10;217.00;0.30;
2022-02-02T14:41:00Z;6;98.43;497.51;8.17;2.59;16.40;63.17;7.19;4.12;1.22;1019.50;66.60;11.30;184.00;0.50;
2022-02-02T14:42:00Z;6;102.22;497.60;8.17;2.59;15.62;65.09;10.59;3.19;1.22;1019.60;66.40;11.30;166.00;0.50;
2022-02-02T14:43:00Z;6;107.25;490.29;8.17;1.29;14.83;66.04;9.46;4.12;1.22;1019.50;66.70;11.30;191.00;0.50;
2022-02-02T14:45:00Z;6;117.30;502.06;8.17;1.29;17.18;67.94;14.00;5.05;1.22;1019.60;66.90;11.40;188.00;0.70;
2022-02-02T14:46:00Z;6;126.12;494.84;8.17;1.29;18.76;66.51;7.19;5.05;1.22;1019.60;67.30;11.40;230.00;0.30;
2022-02-02T14:47:00Z;6;131.16;497.25;8.17;1.29;20.33;64.12;12.87;3.19;1.22;1019.60;67.70;11.40;201.00;0.50;
2022-02-02T14:48:00Z;6;138.73;499.76;8.17;1.29;21.90;64.12;11.73;4.12;1.22;1019.70;68.00;11.40;214.00;0.40;
2022-02-02T14:49:00Z;6;146.18;498.95;8.16;2.59;22.67;63.14;11.73;3.19;1.22;1019.60;68.00;11.60;214.00;0.20;
2022-02-02T14:50:00Z;6;149.96;498.95;8.16;5.17;22.67;61.23;4.91;3.19;1.22;1019.60;68.10;11.60;216.00;0.30;
2022-02-02T14:51:00Z;6;153.74;496.54;8.16;3.88;22.67;59.80;7.19;4.12;1.22;1019.60;67.70;11.60;216.00;0.40;
2022-02-02T14:52:00Z;6;157.51;496.54;8.16;1.29;21.88;59.80;4.91;2.27;1.22;1019.60;67.70;11.60;236.00;0.30;
2022-02-02T14:54:00Z;6;159.93;491.03;8.16;1.29;21.08;61.21;7.19;4.12;1.22;1019.60;67.50;11.80;195.00;0.40;
2022-02-02T14:55:00Z;6;162.43;490.93;8.16;1.29;21.08;62.63;16.28;5.98;1.22;1019.50;67.70;11.80;259.00;0.20;
2022-02-02T14:56:00Z;6;169.99;495.84;8.16;2.58;21.08;63.59;9.46;4.12;1.22;1019.60;67.30;11.80;159.00;0.40;
2022-02-02T14:57:00Z;6;173.88;494.14;8.16;2.59;21.10;63.62;12.87;5.05;1.22;1019.60;67.50;11.60;186.00;0.60;
2022-02-02T14:58:00Z;6;171.36;494.14;8.16;1.29;20.31;65.05;4.91;3.19;1.22;1019.60;67.70;11.60;174.00;0.60;
2022-02-02T14:59:00Z;6;168.96;497.25;8.17;1.29;20.33;66.98;4.91;3.19;1.22;1019.60;67.60;11.40;177.00;0.80;
2022-02-02T15:00:00Z;6;161.47;495.30;8.17;1.29;18.77;68.44;8.32;4.12;1.22;1019.70;67.80;11.30;170.00;0.60;
2022-02-02T15:01:00Z;6;153.99;510.36;8.18;1.30;17.99;69.90;4.91;3.19;1.22;1019.60;68.30;11.10;178.00;0.80;
2022-02-02T15:02:00Z;6;137.70;508.76;8.18;2.59;18.01;71.37;9.46;3.19;1.22;1019.70;69.20;10.90;190.00;0.50;
2022-02-02T15:03:00Z;6;122.57;499.28;8.18;2.59;18.02;72.81;8.32;4.12;1.22;1019.50;70.10;10.80;172.00;0.80;
2022-02-02T15:04:00Z;6;108.69;504.20;8.18;1.30;17.23;73.29;4.91;3.19;1.22;1019.60;70.90;10.80;175.00;0.60;
2022-02-02T15:05:00Z;6;96.13;507.33;8.19;1.30;16.46;74.28;10.59;5.98;1.22;1019.60;71.70;10.60;209.00;0.40;
2022-02-02T15:06:00Z;6;87.29;507.33;8.19;1.30;16.46;73.80;25.37;15.26;1.22;1019.60;72.20;10.60;197.00;0.50;
2022-02-02T15:07:00Z;6;79.76;508.14;8.20;1.30;16.48;73.84;10.59;4.12;1.22;1019.70;72.70;10.40;216.00;0.40;
2022-02-02T15:08:00Z;6;78.50;505.83;8.20;1.30;17.27;73.37;9.46;4.12;1.22;1019.80;73.00;10.40;188.00;0.50;
2022-02-02T15:09:00Z;6;78.50;515.49;8.20;1.30;18.06;71.93;6.05;4.12;1.22;1019.80;73.50;10.40;221.00;0.20;
2022-02-02T15:10:00Z;6;81.03;520.22;8.20;1.30;18.05;71.45;10.59;4.12;1.22;1019.70;73.80;10.40;164.00;0.50;
2022-02-02T15:11:00Z;6;87.36;508.24;8.20;1.30;18.84;71.93;12.87;5.05;1.22;1019.80;74.10;10.40;196.00;0.70;
2022-02-02T15:12:00Z;6;91.14;505.73;8.20;1.30;20.42;70.49;10.59;4.12;1.22;1019.70;74.70;10.40;198.00;0.60;
2022-02-02T15:13:00Z;6;94.97;511.02;8.20;1.30;23.59;68.11;11.73;3.19;1.22;1019.80;75.40;10.30;179.00;0.70;
2022-02-02T15:14:00Z;6;97.47;510.66;8.20;1.30;25.16;70.49;10.59;4.12;1.22;1019.80;75.90;10.40;166.00;0.60;
2022-02-02T15:15:00Z;6;101.31;508.70;8.20;1.30;25.96;69.55;7.19;4.12;1.22;1019.90;75.90;10.30;179.00;0.60;
2022-02-02T15:16:00Z;6;105.09;511.02;8.20;1.30;25.96;68.59;14.00;7.84;1.22;1019.80;76.00;10.30;178.00;0.60;
2022-02-02T15:17:00Z;6;115.21;513.44;8.20;1.30;25.96;68.11;9.46;4.12;1.22;1019.80;76.10;10.30;175.00;0.70;
2022-02-02T15:18:00Z;6;124.08;518.37;8.20;1.30;25.96;68.12;7.19;3.19;1.22;1019.90;76.20;10.30;170.00;0.60;
2022-02-02T15:19:00Z;6;127.96;514.26;8.21;1.30;25.98;67.19;10.59;4.12;1.22;1019.90;76.70;10.10;270.00;0.30;
2022-02-02T15:20:00Z;6;126.69;507.00;8.21;1.30;25.19;67.19;8.32;5.98;1.22;1019.90;76.80;10.10;197.00;0.40;
2022-02-02T15:22:00Z;6;129.24;514.36;8.21;1.30;25.19;66.71;10.59;4.12;1.22;1020.00;76.80;10.10;206.00;0.40;
2022-02-02T15:23:00Z;6;129.24;511.94;8.21;1.30;25.98;67.19;16.28;9.69;1.22;1020.00;77.00;10.10;276.00;0.30;
2022-02-02T15:24:00Z;6;133.04;509.52;8.21;2.60;25.98;66.71;8.32;5.98;1.22;1020.00;76.90;10.10;191.00;0.50;
2022-02-02T15:25:00Z;6;136.82;509.42;8.21;2.60;25.98;65.27;9.46;5.05;1.22;1019.90;76.90;10.10;193.00;0.40;
2022-02-02T15:26:00Z;6;138.10;519.19;8.21;3.90;25.98;63.83;17.41;5.98;1.22;1020.00;76.90;10.10;207.00;0.40;
2022-02-02T15:27:00Z;6;140.63;521.61;8.21;3.90;25.19;63.83;9.46;5.98;1.22;1020.00;77.10;10.10;202.00;0.40;
2022-02-02T15:28:00Z;6;146.96;509.52;8.21;1.30;24.40;65.27;9.46;5.98;1.22;1020.00;77.00;10.10;187.00;0.50;
2022-02-02T15:29:00Z;6;150.86;507.82;8.21;1.30;24.42;65.78;8.32;5.05;1.22;1020.00;77.30;9.90;179.00;0.50;
2022-02-02T15:30:00Z;6;154.66;517.50;8.21;1.30;25.22;67.22;12.87;3.19;1.22;1020.00;77.50;9.90;189.00;0.50;
2022-02-02T15:31:00Z;6;154.66;515.08;8.21;1.30;24.42;69.14;8.32;4.12;1.22;1020.00;77.90;9.90;188.00;0.40;
2022-02-02T15:32:00Z;6;154.65;514.98;8.21;1.30;25.21;67.69;16.28;6.91;1.22;1019.90;78.20;9.90;234.00;0.20;
2022-02-02T15:33:00Z;6;157.20;515.08;8.21;1.30;25.22;66.26;20.82;5.98;1.22;1020.00;78.40;9.90;184.00;0.60;
2022-02-02T15:34:00Z;6;159.73;512.66;8.21;1.30;24.42;65.30;7.19;4.12;1.22;1020.00;78.30;9.90;202.00;0.50;
2022-02-02T15:35:00Z;6;154.72;520.28;8.22;1.30;24.44;66.75;9.46;3.19;1.22;1020.00;78.50;9.80;178.00;0.70;
2022-02-02T15:36:00Z;6;149.75;516.17;8.22;1.30;25.25;67.26;4.91;3.19;1.23;1020.00;78.70;9.60;213.00;0.60;
2022-02-02T15:37:00Z;6;147.21;511.32;8.22;1.30;25.25;67.74;18.55;7.84;1.23;1020.00;79.10;9.60;189.00;0.40;
2022-02-02T15:38:00Z;6;147.21;518.59;8.22;1.30;25.25;69.67;6.05;4.12;1.23;1020.00;79.20;9.60;172.00;0.60;
2022-02-02T15:39:00Z;6;145.95;521.11;8.22;1.30;25.25;70.63;19.69;9.69;1.23;1020.10;79.30;9.60;196.00;0.50;
2022-02-02T15:40:00Z;6;140.87;516.17;8.22;1.30;25.25;70.63;16.28;5.05;1.23;1020.00;79.50;9.60;175.00;0.50;
2022-02-02T15:41:00Z;6;139.66;514.21;8.23;1.30;24.47;70.17;8.32;5.98;1.23;1020.10;79.80;9.50;186.00;0.60;
2022-02-02T15:42:00Z;6;142.18;514.11;8.23;1.30;23.67;70.64;11.73;4.12;1.23;1020.00;80.10;9.50;195.00;0.50;
2022-02-02T15:43:00Z;6;142.18;521.38;8.23;1.30;22.88;71.12;6.05;3.19;1.23;1020.00;80.20;9.50;206.00;0.60;
2022-02-02T15:44:00Z;6;143.45;523.80;8.23;1.30;22.09;71.12;8.32;4.12;1.23;1020.00;80.50;9.50;190.00;0.40;
2022-02-02T15:45:00Z;6;147.37;519.78;8.23;1.30;21.32;69.72;6.05;4.12;1.23;1020.10;80.90;9.30;205.00;0.30;
2022-02-02T15:46:00Z;6;149.91;522.21;8.23;1.30;21.32;70.68;8.32;5.05;1.23;1020.10;81.10;9.30;227.00;0.30;
2022-02-02T15:47:00Z;6;154.99;524.63;8.23;1.30;22.91;69.72;20.82;7.84;1.23;1020.10;81.30;9.30;236.00;0.30;
2022-02-02T15:48:00Z;6;162.61;524.63;8.23;1.30;22.91;67.79;12.87;5.05;1.23;1020.10;81.40;9.30;178.00;0.40;
2022-02-02T15:49:00Z;6;166.40;519.68;8.23;1.30;22.90;68.75;7.19;3.19;1.23;1020.00;81.30;9.30;214.00;0.40;
2022-02-02T15:50:00Z;6;168.94;514.83;8.23;1.30;24.49;69.71;10.59;4.12;1.23;1020.00;81.30;9.30;228.00;0.40;
2022-02-02T15:51:00Z;6;170.23;519.78;8.23;1.30;26.07;66.83;8.32;3.19;1.23;1020.10;81.30;9.30;190.00;0.60;
2022-02-02T15:52:00Z;6;168.94;522.11;8.23;3.91;25.28;68.27;7.19;5.05;1.23;1020.00;81.50;9.30;232.00;0.50;
2022-02-02T15:53:00Z;6;166.42;507.66;8.23;5.22;25.28;68.75;10.59;5.05;1.23;1020.10;81.50;9.30;174.00;0.60;
2022-02-02T15:54:00Z;6;163.86;512.41;8.23;5.22;25.28;69.23;9.46;5.05;1.23;1020.00;81.80;9.30;213.00;0.30;
2022-02-02T15:55:00Z;6;165.24;520.41;8.24;2.61;26.09;67.82;11.73;5.98;1.23;1020.00;82.10;9.10;218.00;0.30;
2022-02-02T15:56:00Z;6;170.32;520.41;8.24;2.61;26.09;66.37;8.32;5.98;1.23;1020.00;82.10;9.10;174.00;0.60;
2022-02-02T15:57:00Z;6;175.41;520.41;8.24;1.31;25.30;67.82;12.87;5.98;1.23;1020.00;82.30;9.10;203.00;0.40;
2022-02-02T15:59:00Z;6;179.22;522.84;8.24;1.31;23.72;72.15;11.73;5.05;1.23;1020.00;82.70;9.10;220.00;0.40;
2022-02-02T16:00:00Z;6;181.76;530.12;8.24;1.31;22.92;72.15;6.05;4.12;1.23;1020.00;82.80;9.10;189.00;0.60;
2022-02-02T16:01:00Z;6;181.76;522.84;8.24;1.31;23.72;70.71;10.59;4.12;1.23;1020.00;83.00;9.10;195.00;0.40;
2022-02-02T16:02:00Z;6;177.97;513.23;8.24;1.31;24.51;69.27;7.19;5.05;1.23;1020.10;83.10;9.10;185.00;0.40;
2022-02-02T16:03:00Z;6;175.50;523.41;8.24;1.31;25.32;70.73;4.91;3.19;1.23;1020.20;83.20;9.00;193.00;0.30;
2022-02-02T16:04:00Z;6;174.15;525.37;8.24;1.31;26.10;70.71;10.59;5.05;1.23;1020.10;83.40;9.10;197.00;0.50;
2022-02-02T16:05:00Z;6;175.50;523.41;8.24;1.31;26.90;72.18;9.46;4.12;1.23;1020.20;83.40;9.00;202.00;0.50;
2022-02-02T16:06:00Z;6;172.96;518.55;8.24;1.31;26.90;72.66;9.46;4.12;1.23;1020.20;83.60;9.00;219.00;0.40;
2022-02-02T16:07:00Z;6;169.13;511.16;8.24;1.31;27.69;72.17;7.19;3.19;1.23;1020.10;83.60;9.00;189.00;0.60;
2022-02-02T16:08:00Z;6;167.86;528.16;8.24;1.31;27.69;74.10;10.59;4.12;1.23;1020.10;83.80;9.00;203.00;0.40;
2022-02-02T16:09:00Z;6;172.96;525.83;8.24;1.31;27.70;74.10;9.46;5.05;1.23;1020.20;84.00;9.00;189.00;0.40;
2022-02-02T16:10:00Z;6;176.77;516.12;8.24;2.61;27.70;72.66;10.59;5.05;1.23;1020.20;84.20;9.00;167.00;0.40;
2022-02-02T16:11:00Z;6;179.31;518.55;8.24;5.22;26.11;72.18;4.91;3.19;1.23;1020.20;84.20;9.00;148.00;0.50;
2022-02-02T16:12:00Z;6;183.13;520.98;8.24;2.61;26.11;72.18;6.05;4.12;1.23;1020.20;84.50;9.00;95.00;0.30;
2022-02-02T16:13:00Z;6;190.76;523.41;8.24;1.31;25.32;72.66;16.28;7.84;1.23;1020.20;84.80;9.00;158.00;0.30;
2022-02-02T16:14:00Z;6;197.11;525.83;8.24;1.31;25.32;73.62;21.96;13.41;1.23;1020.20;84.80;9.00;215.00;0.40;
2022-02-02T16:15:00Z;6;205.99;518.45;8.24;1.31;26.11;73.62;9.46;5.05;1.23;1020.10;84.90;9.00;220.00;0.40;
2022-02-02T16:16:00Z;6;208.55;525.83;8.24;1.31;26.90;72.66;8.32;5.98;1.23;1020.20;84.90;9.00;239.00;0.30;
2022-02-02T16:17:00Z;6;213.64;528.26;8.24;1.31;26.90;70.25;64.02;34.76;1.23;1020.20;84.80;9.00;187.00;0.50;
2022-02-02T16:18:00Z;6;217.45;513.69;8.24;1.31;26.90;68.80;26.51;11.55;1.23;1020.20;84.80;9.00;224.00;0.40;
2022-02-02T16:19:00Z;6;220.00;513.69;8.24;1.31;26.90;68.32;8.32;4.12;1.23;1020.20;84.90;9.00;182.00;0.30;
2022-02-02T16:20:00Z;6;225.08;520.98;8.24;1.31;26.11;66.88;10.59;5.05;1.23;1020.20;85.00;9.00;192.00;0.40;
2022-02-02T16:21:00Z;6;228.87;523.30;8.24;2.61;26.11;67.84;12.87;4.12;1.23;1020.10;85.00;9.00;251.00;0.20;
2022-02-02T16:22:00Z;6;233.98;523.41;8.24;1.31;25.32;70.73;8.32;4.12;1.23;1020.20;85.20;9.00;227.00;0.20;
2022-02-02T16:23:00Z;6;241.61;530.69;8.24;1.31;25.32;70.25;7.19;5.05;1.23;1020.20;85.20;9.00;272.00;0.20;
2022-02-02T16:24:00Z;6;245.42;523.41;8.24;1.31;26.90;70.25;9.46;5.05;1.23;1020.20;85.20;9.00;227.00;0.30;
2022-02-02T16:25:00Z;6;251.76;535.44;8.24;1.31;28.49;70.25;8.32;4.12;1.23;1020.10;85.30;9.00;226.00;0.30;
2022-02-02T16:26:00Z;6;254.27;530.49;8.24;1.31;29.28;72.17;6.05;4.12;1.23;1020.00;85.20;9.00;205.00;0.40;
2022-02-02T16:27:00Z;6;255.57;518.45;8.24;1.31;29.28;73.62;7.19;5.05;1.23;1020.10;85.20;9.00;193.00;0.30;
2022-02-02T16:28:00Z;6;260.65;520.88;8.24;1.31;28.49;73.62;10.59;5.98;1.23;1020.10;85.40;9.00;222.00;0.30;
2022-02-02T16:29:00Z;6;261.90;525.63;8.24;1.31;28.48;73.61;9.46;5.05;1.23;1020.00;85.50;9.00;272.00;0.20;
2022-02-02T16:30:00Z;6;263.17;525.63;8.24;1.31;29.28;71.20;6.05;4.12;1.23;1020.00;85.60;9.00;247.00;0.20;
2022-02-02T16:31:00Z;6;268.28;520.88;8.24;1.31;29.28;68.80;10.59;5.05;1.23;1020.10;85.60;9.00;209.00;0.20;
2022-02-02T16:32:00Z;6;275.88;518.35;8.24;1.31;29.28;66.87;6.05;4.12;1.23;1020.00;85.70;9.00;226.00;0.20;
2022-02-02T16:33:00Z;6;285.95;527.69;8.24;1.31;30.06;66.37;8.32;5.98;1.23;1020.00;85.60;9.10;199.00;0.30;
2022-02-02T16:34:00Z;6;298.63;539.72;8.24;1.30;30.05;68.29;19.69;7.84;1.23;1019.90;85.70;9.10;170.00;0.30;
2022-02-02T16:35:00Z;6;312.64;520.41;8.24;1.31;30.06;69.26;6.05;4.12;1.23;1020.00;85.60;9.10;164.00;0.40;
2022-02-02T16:36:00Z;6;321.61;515.82;8.24;1.31;30.07;71.20;15.14;4.12;1.23;1019.90;85.70;9.00;153.00;0.30;
2022-02-02T16:37:00Z;6;324.15;520.67;8.24;1.31;30.07;73.13;9.46;5.05;1.23;1019.90;85.80;9.00;192.00;0.40;
2022-02-02T16:38:00Z;6;329.24;520.67;8.24;1.31;29.27;75.05;9.46;5.05;1.23;1019.90;85.90;9.00;221.00;0.40;
2022-02-02T16:39:00Z;6;330.54;520.78;8.24;1.31;28.48;76.02;7.19;5.05;1.23;1020.00;86.00;9.00;215.00;0.30;
2022-02-02T16:40:00Z;6;329.27;520.78;8.24;1.31;29.28;74.58;8.32;5.05;1.23;1020.00;86.00;9.00;185.00;0.40;
2022-02-02T16:41:00Z;6;329.27;523.20;8.24;1.31;30.86;71.69;11.73;6.91;1.23;1020.00;86.20;9.00;1.00;0.20;
2022-02-02T16:42:00Z;6;326.73;535.34;8.24;1.31;31.66;68.31;10.59;5.05;1.23;1020.00;86.30;9.00;159.00;0.20;
2022-02-02T16:43:00Z;6;326.73;528.06;8.24;1.31;31.66;67.83;7.19;4.12;1.23;1020.00;86.30;9.00;201.00;0.50;
2022-02-02T16:44:00Z;6;331.81;523.20;8.24;1.31;30.07;68.80;11.73;7.84;1.23;1020.00;86.20;9.00;201.00;0.40;
2022-02-02T16:45:00Z;6;334.32;530.38;8.24;1.31;30.07;70.72;11.73;8.76;1.23;1019.90;86.40;9.00;218.00;0.50;
2022-02-02T16:46:00Z;6;330.51;525.53;8.24;1.31;29.27;70.72;10.59;5.98;1.23;1019.90;86.40;9.00;177.00;0.30;
